# Organism: H. sapiens
# Application version: 3.6.0
# Database version: 13 August 2021 00:00:00
# Network generated on: 22 July 2023
# Author: GeneMANIA (genemania.org)
# Notes: Network weight reflects the data source relevance for predicting the function of interest
Entity 1	Entity 2	Weight	Network group	Network
PPP1R14D	PRR15	0.0014912692	Co-expression	Jorissen-Sieber-2008
CLDN3	MAPRE3	0.009621842	Co-expression	Jorissen-Sieber-2008
CLDN3	TINAG	0.007968502	Co-expression	Jorissen-Sieber-2008
CLDN3	NOX1	0.0050508245	Co-expression	Jorissen-Sieber-2008
CLDN3	SLC39A5	0.0026330191	Co-expression	Jorissen-Sieber-2008
CLDN3	IHH	0.0031819127	Co-expression	Jorissen-Sieber-2008
CLDN3	MOGAT3	0.0040787263	Co-expression	Jorissen-Sieber-2008
CLDN3	PRR15	0.0027043454	Co-expression	Jorissen-Sieber-2008
CLDN3	PPP1R14D	0.0030559262	Co-expression	Jorissen-Sieber-2008
UBE2L6	CIITA	0.007072275	Co-expression	Jorissen-Sieber-2008
UBE2L6	FECH	0.006736697	Co-expression	Jorissen-Sieber-2008
UBE2L6	APOL6	0.007420452	Co-expression	Jorissen-Sieber-2008
UBE2L6	JAK2	0.0047993427	Co-expression	Jorissen-Sieber-2008
UBE2L6	CD274	0.0040809615	Co-expression	Jorissen-Sieber-2008
UBE2L6	ASPHD2	0.002479295	Co-expression	Jorissen-Sieber-2008
UBE2L6	HPSE	0.0025370938	Co-expression	Jorissen-Sieber-2008
UBE2L6	CTSW	0.004696297	Co-expression	Jorissen-Sieber-2008
UBE2L6	GNLY	0.0027086963	Co-expression	Jorissen-Sieber-2008
UBE2L6	RAB27B	0.0041506374	Co-expression	Jorissen-Sieber-2008
UBE2L6	GBP4	0.0030249218	Co-expression	Jorissen-Sieber-2008
UBE2L6	MCUB	0.0036392643	Co-expression	Jorissen-Sieber-2008
UBE2L6	GZMA	0.0021905047	Co-expression	Jorissen-Sieber-2008
AGR2	LMO4	0.00682883	Co-expression	Jorissen-Sieber-2008
AGR2	ASPHD2	0.0024937754	Co-expression	Jorissen-Sieber-2008
AGR2	HPSE	0.0029178192	Co-expression	Jorissen-Sieber-2008
AGR2	RAB27B	0.0055450327	Co-expression	Jorissen-Sieber-2008
CCDC68	ADGRG6	0.007465944	Co-expression	Jorissen-Sieber-2008
CCDC68	DOCK5	0.0044802213	Co-expression	Jorissen-Sieber-2008
CCDC68	LMO4	0.0054793833	Co-expression	Jorissen-Sieber-2008
CCDC68	FECH	0.0068106097	Co-expression	Jorissen-Sieber-2008
CCDC68	JAK2	0.0049136886	Co-expression	Jorissen-Sieber-2008
CCDC68	RNF125	0.0028516876	Co-expression	Jorissen-Sieber-2008
CCDC68	ASPHD2	0.001964119	Co-expression	Jorissen-Sieber-2008
CCDC68	HPSE	0.0025952798	Co-expression	Jorissen-Sieber-2008
CCDC68	RAB27B	0.004831867	Co-expression	Jorissen-Sieber-2008
CCDC68	TRIB2	0.0020485185	Co-expression	Jorissen-Sieber-2008
CCDC68	GZMA	0.0016706305	Co-expression	Jorissen-Sieber-2008
DDX27	NOL4L	0.0041165915	Co-expression	Jorissen-Sieber-2008
DDX27	SYT7	0.0050275656	Co-expression	Jorissen-Sieber-2008
DDX27	AMACR	0.004147387	Co-expression	Jorissen-Sieber-2008
DDX27	CYP2B6	0.0033794274	Co-expression	Jorissen-Sieber-2008
DDX27	GGT7	0.0031852257	Co-expression	Jorissen-Sieber-2008
DDX27	NAALADL2	0.0024693932	Co-expression	Jorissen-Sieber-2008
DDX27	GNG4	0.0046092146	Co-expression	Jorissen-Sieber-2008
DDX27	KHDRBS3	0.0022426546	Co-expression	Jorissen-Sieber-2008
DDX27	FITM2	0.0036541114	Co-expression	Jorissen-Sieber-2008
DDX27	SPIN3	0.0035344858	Co-expression	Jorissen-Sieber-2008
DDX27	TCF7	0.002726424	Co-expression	Jorissen-Sieber-2008
DDX27	POU5F1B	0.0023760127	Co-expression	Jorissen-Sieber-2008
DDX27	POFUT1	0.0050333934	Co-expression	Jorissen-Sieber-2008
DDX27	SLC35D3	0.001838944	Co-expression	Jorissen-Sieber-2008
DDX27	ZMYND8	0.0029121498	Co-expression	Jorissen-Sieber-2008
DDX27	SHROOM4	0.001569483	Co-expression	Jorissen-Sieber-2008
DDX27	EPDR1	0.0014121091	Co-expression	Jorissen-Sieber-2008
DDX27	NKD1	0.001720118	Co-expression	Jorissen-Sieber-2008
DDX27	DDAH2	0.0021112822	Co-expression	Jorissen-Sieber-2008
DDX27	ACOT8	0.0019887455	Co-expression	Jorissen-Sieber-2008
DDX27	TNNC2	0.0012248942	Co-expression	Jorissen-Sieber-2008
DDX27	ASCL2	0.0019199492	Co-expression	Jorissen-Sieber-2008
DDX27	BCL11A	0.0020428938	Co-expression	Jorissen-Sieber-2008
DDX27	CEL	0.001658843	Co-expression	Jorissen-Sieber-2008
DDX27	GPR143	0.0014894209	Co-expression	Jorissen-Sieber-2008
DDX27	TP53RK	0.0014085851	Co-expression	Jorissen-Sieber-2008
DDX27	PMEPA1	0.0013295161	Co-expression	Jorissen-Sieber-2008
DDX27	QPRT	0.0011708246	Co-expression	Jorissen-Sieber-2008
DDX27	ATP9A	0.0011287654	Co-expression	Jorissen-Sieber-2008
DDX27	ZSWIM3	0.0022497424	Co-expression	Jorissen-Sieber-2008
DDX27	PRR15	0.00093478506	Co-expression	Jorissen-Sieber-2008
DDX27	ENGASE	0.00092945463	Co-expression	Jorissen-Sieber-2008
DDX27	PLAGL2	0.0012413438	Co-expression	Jorissen-Sieber-2008
DUSP4	ADGRG6	0.009682796	Co-expression	Jorissen-Sieber-2008
DUSP4	DOCK5	0.006622682	Co-expression	Jorissen-Sieber-2008
DUSP4	ASPHD2	0.0026291378	Co-expression	Jorissen-Sieber-2008
DUSP4	ULBP2	0.0059219324	Co-expression	Jorissen-Sieber-2008
DUSP4	RAB27B	0.0062239217	Co-expression	Jorissen-Sieber-2008
DUSP4	GFI1	0.0026603676	Co-expression	Jorissen-Sieber-2008
DUSP4	TRIB2	0.0031002818	Co-expression	Jorissen-Sieber-2008
DUSP4	ENO2	0.002549041	Co-expression	Jorissen-Sieber-2008
DUSP4	AGR2	0.0027583835	Co-expression	Jorissen-Sieber-2008
RNF43	SYT7	0.0057404935	Co-expression	Jorissen-Sieber-2008
RNF43	CFTR	0.006093405	Co-expression	Jorissen-Sieber-2008
RNF43	AMACR	0.0062028924	Co-expression	Jorissen-Sieber-2008
RNF43	HUNK	0.00660784	Co-expression	Jorissen-Sieber-2008
RNF43	GRM8	0.0041553406	Co-expression	Jorissen-Sieber-2008
RNF43	NAALADL2	0.0032967236	Co-expression	Jorissen-Sieber-2008
RNF43	KHDRBS3	0.0038593244	Co-expression	Jorissen-Sieber-2008
RNF43	TCF7	0.0033800292	Co-expression	Jorissen-Sieber-2008
RNF43	POU5F1B	0.003275967	Co-expression	Jorissen-Sieber-2008
RNF43	AXIN2	0.00379964	Co-expression	Jorissen-Sieber-2008
RNF43	CDHR1	0.0034584024	Co-expression	Jorissen-Sieber-2008
RNF43	EPDR1	0.0022071344	Co-expression	Jorissen-Sieber-2008
RNF43	NKD1	0.0026441622	Co-expression	Jorissen-Sieber-2008
RNF43	ASCL2	0.0025778823	Co-expression	Jorissen-Sieber-2008
RNF43	BCL11A	0.0030158444	Co-expression	Jorissen-Sieber-2008
RNF43	CTTNBP2	0.0019617865	Co-expression	Jorissen-Sieber-2008
RNF43	LRRC2	0.0025810625	Co-expression	Jorissen-Sieber-2008
RNF43	CEL	0.0017543407	Co-expression	Jorissen-Sieber-2008
RNF43	SLC39A5	0.0014799796	Co-expression	Jorissen-Sieber-2008
RNF43	IHH	0.00157247	Co-expression	Jorissen-Sieber-2008
RNF43	MLH1	0.001687583	Co-expression	Jorissen-Sieber-2008
RNF43	RUBCNL	0.00174594	Co-expression	Jorissen-Sieber-2008
RNF43	GPR143	0.0017946971	Co-expression	Jorissen-Sieber-2008
RNF43	QPRT	0.0014567606	Co-expression	Jorissen-Sieber-2008
RNF43	ATP9A	0.0012893074	Co-expression	Jorissen-Sieber-2008
RNF43	TSPAN6	0.0016085347	Co-expression	Jorissen-Sieber-2008
RNF43	PRR15	0.00148712	Co-expression	Jorissen-Sieber-2008
RNF43	ENGASE	0.0015080804	Co-expression	Jorissen-Sieber-2008
RNF43	PLAGL2	0.0014568402	Co-expression	Jorissen-Sieber-2008
RNF43	DDX27	0.0010065598	Co-expression	Jorissen-Sieber-2008
MOCS3	FITM2	0.00897811	Co-expression	Jorissen-Sieber-2008
MOCS3	AXIN2	0.004899868	Co-expression	Jorissen-Sieber-2008
MOCS3	TP53RK	0.0032136866	Co-expression	Jorissen-Sieber-2008
MOCS3	TSPAN6	0.002341747	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	SYT7	0.0049937544	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	HUNK	0.0047495076	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	GRM8	0.0035551616	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	NAALADL2	0.0028475975	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	GNG4	0.004975148	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	SPIN3	0.003884618	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	TCF7	0.0032306833	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	POU5F1B	0.002571621	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	POFUT1	0.0053669596	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	SLC35D3	0.0023869916	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	ZMYND8	0.0028487206	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	SHROOM4	0.0016412339	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	AXIN2	0.002405906	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	EPDR1	0.0018724216	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	NKD1	0.002338044	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	DDAH2	0.0024224198	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	ACOT8	0.0020761807	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	TNNC2	0.0013712215	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	ASCL2	0.0021424047	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	BCL11A	0.0027938369	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	LRRC2	0.0019376018	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	CEL	0.0017013809	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	GPR143	0.0015952248	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	QPRT	0.0011796985	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	ATP9A	0.0011715885	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	PLAGL2	0.0013187035	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	DDX27	0.0010602063	Co-expression	Jorissen-Sieber-2008
GTF2IRD1	RNF43	0.0012569545	Co-expression	Jorissen-Sieber-2008
ACSL6	EPDR1	0.011038558	Co-expression	Jorissen-Sieber-2008
ACSL6	ASCL2	0.009994182	Co-expression	Jorissen-Sieber-2008
ACSL6	CTTNBP2	0.008970265	Co-expression	Jorissen-Sieber-2008
ACSL6	LRRC2	0.011871833	Co-expression	Jorissen-Sieber-2008
ACSL6	RUBCNL	0.010308479	Co-expression	Jorissen-Sieber-2008
ACSL6	GPR143	0.0072831092	Co-expression	Jorissen-Sieber-2008
ACSL6	QPRT	0.0055723987	Co-expression	Jorissen-Sieber-2008
ACSL6	IYD	0.010043874	Co-expression	Jorissen-Sieber-2008
ACSL6	VAV3	0.007231275	Co-expression	Jorissen-Sieber-2008
ACSL6	TSPAN6	0.006302728	Co-expression	Jorissen-Sieber-2008
ACSL6	PLAGL2	0.006384732	Co-expression	Jorissen-Sieber-2008
ACSL6	DDX27	0.0038784333	Co-expression	Jorissen-Sieber-2008
ACSL6	RNF43	0.007188572	Co-expression	Jorissen-Sieber-2008
ACSL6	GTF2IRD1	0.0051759123	Co-expression	Jorissen-Sieber-2008
FARP1	KHDRBS3	0.015287242	Co-expression	Jorissen-Sieber-2008
FARP1	SPIN3	0.019745411	Co-expression	Jorissen-Sieber-2008
FARP1	TCF7	0.012562016	Co-expression	Jorissen-Sieber-2008
FARP1	NKD1	0.008481495	Co-expression	Jorissen-Sieber-2008
FARP1	TNNC2	0.0049123205	Co-expression	Jorissen-Sieber-2008
FARP1	CAB39L	0.008978089	Co-expression	Jorissen-Sieber-2008
FARP1	CEL	0.0061996067	Co-expression	Jorissen-Sieber-2008
FARP1	RUBCNL	0.005897877	Co-expression	Jorissen-Sieber-2008
FARP1	GPR143	0.0061773662	Co-expression	Jorissen-Sieber-2008
FARP1	PMEPA1	0.006455285	Co-expression	Jorissen-Sieber-2008
FARP1	QPRT	0.005596583	Co-expression	Jorissen-Sieber-2008
FARP1	ATP9A	0.004891967	Co-expression	Jorissen-Sieber-2008
FARP1	PRR15	0.004349416	Co-expression	Jorissen-Sieber-2008
FARP1	DDX27	0.0037025695	Co-expression	Jorissen-Sieber-2008
FARP1	RNF43	0.0043693436	Co-expression	Jorissen-Sieber-2008
FARP1	GTF2IRD1	0.0035735164	Co-expression	Jorissen-Sieber-2008
H2AJ	MAPRE3	0.015187956	Co-expression	Jorissen-Sieber-2008
H2AJ	KHDRBS3	0.011755474	Co-expression	Jorissen-Sieber-2008
H2AJ	SPIN3	0.01580365	Co-expression	Jorissen-Sieber-2008
H2AJ	SLC35D3	0.0071334057	Co-expression	Jorissen-Sieber-2008
H2AJ	SHROOM4	0.0056067184	Co-expression	Jorissen-Sieber-2008
H2AJ	NOX1	0.007125743	Co-expression	Jorissen-Sieber-2008
H2AJ	NKD1	0.0069486117	Co-expression	Jorissen-Sieber-2008
H2AJ	ASCL2	0.0068104807	Co-expression	Jorissen-Sieber-2008
H2AJ	CAB39L	0.006385754	Co-expression	Jorissen-Sieber-2008
H2AJ	SLC39A5	0.0039958786	Co-expression	Jorissen-Sieber-2008
H2AJ	MLH1	0.0060662692	Co-expression	Jorissen-Sieber-2008
H2AJ	QPRT	0.0038759664	Co-expression	Jorissen-Sieber-2008
H2AJ	ATP9A	0.0036415826	Co-expression	Jorissen-Sieber-2008
H2AJ	TSPAN6	0.003666635	Co-expression	Jorissen-Sieber-2008
H2AJ	PRR15	0.0041143843	Co-expression	Jorissen-Sieber-2008
H2AJ	PLAGL2	0.0037740928	Co-expression	Jorissen-Sieber-2008
H2AJ	DDX27	0.002950441	Co-expression	Jorissen-Sieber-2008
H2AJ	RNF43	0.003992864	Co-expression	Jorissen-Sieber-2008
H2AJ	GTF2IRD1	0.0032813456	Co-expression	Jorissen-Sieber-2008
ABAT	GGT7	0.018671919	Co-expression	Jorissen-Sieber-2008
ABAT	TNNC2	0.0052881814	Co-expression	Jorissen-Sieber-2008
ABAT	CTTNBP2	0.0061940267	Co-expression	Jorissen-Sieber-2008
ABAT	LRRC2	0.009353061	Co-expression	Jorissen-Sieber-2008
ABAT	CEL	0.006309339	Co-expression	Jorissen-Sieber-2008
ABAT	QPRT	0.005051634	Co-expression	Jorissen-Sieber-2008
ABAT	MOGAT3	0.006545771	Co-expression	Jorissen-Sieber-2008
ABAT	ATP9A	0.004311006	Co-expression	Jorissen-Sieber-2008
ABAT	IYD	0.0075085983	Co-expression	Jorissen-Sieber-2008
ABAT	VAV3	0.00516553	Co-expression	Jorissen-Sieber-2008
ABAT	PRR15	0.0043832725	Co-expression	Jorissen-Sieber-2008
ABAT	PLAGL2	0.004692249	Co-expression	Jorissen-Sieber-2008
ABAT	PPP1R14D	0.004975863	Co-expression	Jorissen-Sieber-2008
ABAT	ACSL6	0.025023952	Co-expression	Jorissen-Sieber-2008
PPP1R14C	CFTR	0.013812063	Co-expression	Jorissen-Sieber-2008
PPP1R14C	HUNK	0.013851818	Co-expression	Jorissen-Sieber-2008
PPP1R14C	GRM8	0.008608656	Co-expression	Jorissen-Sieber-2008
PPP1R14C	EPDR1	0.0044728047	Co-expression	Jorissen-Sieber-2008
PPP1R14C	SEMA5A	0.003442904	Co-expression	Jorissen-Sieber-2008
PPP1R14C	CTTNBP2	0.003840761	Co-expression	Jorissen-Sieber-2008
PPP1R14C	SLC39A5	0.0025834648	Co-expression	Jorissen-Sieber-2008
PPP1R14C	IHH	0.0031871232	Co-expression	Jorissen-Sieber-2008
PPP1R14C	RUBCNL	0.004476102	Co-expression	Jorissen-Sieber-2008
PPP1R14C	NR1I2	0.0058025164	Co-expression	Jorissen-Sieber-2008
PPP1R14C	MOGAT3	0.003514626	Co-expression	Jorissen-Sieber-2008
PPP1R14C	IYD	0.0052308203	Co-expression	Jorissen-Sieber-2008
PPP1R14C	VAV3	0.003322665	Co-expression	Jorissen-Sieber-2008
PPP1R14C	TSPAN6	0.0030809455	Co-expression	Jorissen-Sieber-2008
PPP1R14C	PRR15	0.0026550274	Co-expression	Jorissen-Sieber-2008
PPP1R14C	PLAGL2	0.0026842908	Co-expression	Jorissen-Sieber-2008
PPP1R14C	PPP1R14D	0.0033281487	Co-expression	Jorissen-Sieber-2008
DPEP1	AMACR	0.009879938	Co-expression	Jorissen-Sieber-2008
DPEP1	HUNK	0.011794624	Co-expression	Jorissen-Sieber-2008
DPEP1	CYP2B6	0.008512589	Co-expression	Jorissen-Sieber-2008
DPEP1	TCF7	0.005801301	Co-expression	Jorissen-Sieber-2008
DPEP1	POU5F1B	0.0055096	Co-expression	Jorissen-Sieber-2008
DPEP1	POFUT1	0.010152101	Co-expression	Jorissen-Sieber-2008
DPEP1	AXIN2	0.0058286483	Co-expression	Jorissen-Sieber-2008
DPEP1	CDHR1	0.0051381076	Co-expression	Jorissen-Sieber-2008
DPEP1	EPDR1	0.0034461298	Co-expression	Jorissen-Sieber-2008
DPEP1	SEMA5A	0.0031275924	Co-expression	Jorissen-Sieber-2008
DPEP1	NKD1	0.004207432	Co-expression	Jorissen-Sieber-2008
DPEP1	ASCL2	0.003574148	Co-expression	Jorissen-Sieber-2008
DPEP1	BCL11A	0.004523139	Co-expression	Jorissen-Sieber-2008
DPEP1	CTTNBP2	0.0032665087	Co-expression	Jorissen-Sieber-2008
DPEP1	LRRC2	0.0045644436	Co-expression	Jorissen-Sieber-2008
DPEP1	SLC39A5	0.0023260596	Co-expression	Jorissen-Sieber-2008
DPEP1	IHH	0.0024151492	Co-expression	Jorissen-Sieber-2008
DPEP1	RUBCNL	0.00318872	Co-expression	Jorissen-Sieber-2008
DPEP1	QPRT	0.0027700772	Co-expression	Jorissen-Sieber-2008
DPEP1	ATP9A	0.0020235418	Co-expression	Jorissen-Sieber-2008
DPEP1	IYD	0.0037420762	Co-expression	Jorissen-Sieber-2008
DPEP1	VAV3	0.002533537	Co-expression	Jorissen-Sieber-2008
DPEP1	TSPAN6	0.0024147993	Co-expression	Jorissen-Sieber-2008
DPEP1	ENGASE	0.0022215836	Co-expression	Jorissen-Sieber-2008
DPEP1	PLAGL2	0.0021793856	Co-expression	Jorissen-Sieber-2008
DPEP1	DDX27	0.0014720643	Co-expression	Jorissen-Sieber-2008
DPEP1	RNF43	0.0024736032	Co-expression	Jorissen-Sieber-2008
DPEP1	GTF2IRD1	0.0017772052	Co-expression	Jorissen-Sieber-2008
DPEP1	ACSL6	0.009474	Co-expression	Jorissen-Sieber-2008
DPEP1	PPP1R14C	0.0047975415	Co-expression	Jorissen-Sieber-2008
PLA2G12B	NOL4L	0.015310552	Co-expression	Jorissen-Sieber-2008
PLA2G12B	AMACR	0.014909741	Co-expression	Jorissen-Sieber-2008
PLA2G12B	SHROOM4	0.0050340993	Co-expression	Jorissen-Sieber-2008
PLA2G12B	ACOT8	0.0062669087	Co-expression	Jorissen-Sieber-2008
PLA2G12B	TNNC2	0.0041279425	Co-expression	Jorissen-Sieber-2008
PLA2G12B	CEL	0.0048155026	Co-expression	Jorissen-Sieber-2008
PLA2G12B	TP53RK	0.004899689	Co-expression	Jorissen-Sieber-2008
PLA2G12B	TSPAN6	0.0038926837	Co-expression	Jorissen-Sieber-2008
PLA2G12B	PRR15	0.0033891317	Co-expression	Jorissen-Sieber-2008
PLA2G12B	PLAGL2	0.0038176535	Co-expression	Jorissen-Sieber-2008
PLA2G12B	DDX27	0.0028377583	Co-expression	Jorissen-Sieber-2008
PRDX5	HUNK	0.013362672	Co-expression	Jorissen-Sieber-2008
PRDX5	CYP2B6	0.010074248	Co-expression	Jorissen-Sieber-2008
PRDX5	CDHR1	0.005893039	Co-expression	Jorissen-Sieber-2008
PRDX5	SEMA5A	0.0031205206	Co-expression	Jorissen-Sieber-2008
PRDX5	TNNC2	0.0026472877	Co-expression	Jorissen-Sieber-2008
PRDX5	ASCL2	0.0043546716	Co-expression	Jorissen-Sieber-2008
PRDX5	SLC39A5	0.0025498718	Co-expression	Jorissen-Sieber-2008
PRDX5	IHH	0.002736871	Co-expression	Jorissen-Sieber-2008
PRDX5	RUBCNL	0.004053895	Co-expression	Jorissen-Sieber-2008
PRDX5	QPRT	0.002866864	Co-expression	Jorissen-Sieber-2008
PRDX5	ATP9A	0.0023460577	Co-expression	Jorissen-Sieber-2008
PRDX5	VAV3	0.0027345533	Co-expression	Jorissen-Sieber-2008
PRDX5	TSPAN6	0.0027680476	Co-expression	Jorissen-Sieber-2008
PRDX5	PRR15	0.0024742433	Co-expression	Jorissen-Sieber-2008
PRDX5	PLAGL2	0.0026840603	Co-expression	Jorissen-Sieber-2008
PRDX5	PPP1R14D	0.0030218975	Co-expression	Jorissen-Sieber-2008
PRDX5	RNF43	0.0025125628	Co-expression	Jorissen-Sieber-2008
PRDX5	ACSL6	0.011091109	Co-expression	Jorissen-Sieber-2008
PRDX5	PPP1R14C	0.0062640584	Co-expression	Jorissen-Sieber-2008
PRDX5	DPEP1	0.0043557836	Co-expression	Jorissen-Sieber-2008
VIL1	CFTR	0.011508422	Co-expression	Jorissen-Sieber-2008
VIL1	TINAG	0.0076517314	Co-expression	Jorissen-Sieber-2008
VIL1	GRM8	0.006897411	Co-expression	Jorissen-Sieber-2008
VIL1	ZMYND8	0.0061104908	Co-expression	Jorissen-Sieber-2008
VIL1	NOX1	0.0040660896	Co-expression	Jorissen-Sieber-2008
VIL1	TNNC2	0.0025867152	Co-expression	Jorissen-Sieber-2008
VIL1	ASCL2	0.0043454254	Co-expression	Jorissen-Sieber-2008
VIL1	SLC39A5	0.003010595	Co-expression	Jorissen-Sieber-2008
VIL1	IHH	0.0031157613	Co-expression	Jorissen-Sieber-2008
VIL1	MLH1	0.0030679998	Co-expression	Jorissen-Sieber-2008
VIL1	RUBCNL	0.0033507063	Co-expression	Jorissen-Sieber-2008
VIL1	NR1I2	0.004877656	Co-expression	Jorissen-Sieber-2008
VIL1	QPRT	0.0026493827	Co-expression	Jorissen-Sieber-2008
VIL1	MOGAT3	0.003959807	Co-expression	Jorissen-Sieber-2008
VIL1	ATP9A	0.0025023401	Co-expression	Jorissen-Sieber-2008
VIL1	IYD	0.003884715	Co-expression	Jorissen-Sieber-2008
VIL1	TSPAN6	0.0026779817	Co-expression	Jorissen-Sieber-2008
VIL1	PRR15	0.0024238406	Co-expression	Jorissen-Sieber-2008
VIL1	PLAGL2	0.0024237784	Co-expression	Jorissen-Sieber-2008
VIL1	PPP1R14D	0.00287697	Co-expression	Jorissen-Sieber-2008
VIL1	CLDN3	0.0041856645	Co-expression	Jorissen-Sieber-2008
VIL1	RNF43	0.0024657825	Co-expression	Jorissen-Sieber-2008
VIL1	PPP1R14C	0.00508967	Co-expression	Jorissen-Sieber-2008
VIL1	DPEP1	0.004025721	Co-expression	Jorissen-Sieber-2008
VIL1	PRDX5	0.004255994	Co-expression	Jorissen-Sieber-2008
ACSL5	CFTR	0.014786664	Co-expression	Jorissen-Sieber-2008
ACSL5	AMACR	0.012191876	Co-expression	Jorissen-Sieber-2008
ACSL5	HUNK	0.013022594	Co-expression	Jorissen-Sieber-2008
ACSL5	CYP2B6	0.011724958	Co-expression	Jorissen-Sieber-2008
ACSL5	GRM8	0.008791181	Co-expression	Jorissen-Sieber-2008
ACSL5	AXIN2	0.0071020136	Co-expression	Jorissen-Sieber-2008
ACSL5	CDHR1	0.0065187966	Co-expression	Jorissen-Sieber-2008
ACSL5	EPDR1	0.0043734945	Co-expression	Jorissen-Sieber-2008
ACSL5	SEMA5A	0.0034597742	Co-expression	Jorissen-Sieber-2008
ACSL5	TNNC2	0.0028525172	Co-expression	Jorissen-Sieber-2008
ACSL5	CTTNBP2	0.0042578657	Co-expression	Jorissen-Sieber-2008
ACSL5	SLC39A5	0.0032405818	Co-expression	Jorissen-Sieber-2008
ACSL5	IHH	0.0039541577	Co-expression	Jorissen-Sieber-2008
ACSL5	MLH1	0.003672539	Co-expression	Jorissen-Sieber-2008
ACSL5	RUBCNL	0.003859764	Co-expression	Jorissen-Sieber-2008
ACSL5	VAV3	0.0037717249	Co-expression	Jorissen-Sieber-2008
ACSL5	TSPAN6	0.0032560872	Co-expression	Jorissen-Sieber-2008
ACSL5	PRR15	0.003217663	Co-expression	Jorissen-Sieber-2008
ACSL5	PLAGL2	0.0028714738	Co-expression	Jorissen-Sieber-2008
ACSL5	PPP1R14D	0.0033740452	Co-expression	Jorissen-Sieber-2008
ACSL5	RNF43	0.0030608582	Co-expression	Jorissen-Sieber-2008
ACSL5	ACSL6	0.0151797645	Co-expression	Jorissen-Sieber-2008
ACSL5	PRDX5	0.0053234333	Co-expression	Jorissen-Sieber-2008
ACSL5	VIL1	0.005023193	Co-expression	Jorissen-Sieber-2008
STK38	GRM8	0.02382185	Co-expression	Jorissen-Sieber-2008
STK38	ZMYND8	0.019620735	Co-expression	Jorissen-Sieber-2008
STK38	SEMA5A	0.0077234465	Co-expression	Jorissen-Sieber-2008
STK38	TNNC2	0.0070414534	Co-expression	Jorissen-Sieber-2008
STK38	LRRC2	0.011941878	Co-expression	Jorissen-Sieber-2008
STK38	SLC39A5	0.0061897207	Co-expression	Jorissen-Sieber-2008
STK38	IHH	0.008373834	Co-expression	Jorissen-Sieber-2008
STK38	QPRT	0.006584931	Co-expression	Jorissen-Sieber-2008
STK38	ATP9A	0.007199832	Co-expression	Jorissen-Sieber-2008
STK38	VAV3	0.008011765	Co-expression	Jorissen-Sieber-2008
STK38	TSPAN6	0.0067728013	Co-expression	Jorissen-Sieber-2008
STK38	PRR15	0.0072046826	Co-expression	Jorissen-Sieber-2008
STK38	ENGASE	0.006334389	Co-expression	Jorissen-Sieber-2008
STK38	DDX27	0.004048277	Co-expression	Jorissen-Sieber-2008
STK38	RNF43	0.0064463527	Co-expression	Jorissen-Sieber-2008
STK38	PPP1R14C	0.012621412	Co-expression	Jorissen-Sieber-2008
STK38	PRDX5	0.011708149	Co-expression	Jorissen-Sieber-2008
STK38	VIL1	0.011261236	Co-expression	Jorissen-Sieber-2008
STK38	ACSL5	0.01319565	Co-expression	Jorissen-Sieber-2008
KRT23	SYT7	0.00828524	Co-expression	Jorissen-Sieber-2008
KRT23	AMACR	0.006936986	Co-expression	Jorissen-Sieber-2008
KRT23	GNG4	0.0074515548	Co-expression	Jorissen-Sieber-2008
KRT23	KHDRBS3	0.0043224082	Co-expression	Jorissen-Sieber-2008
KRT23	TCF7	0.004568575	Co-expression	Jorissen-Sieber-2008
KRT23	CXCL14	0.004184533	Co-expression	Jorissen-Sieber-2008
KRT23	POU5F1B	0.0045765094	Co-expression	Jorissen-Sieber-2008
KRT23	SHROOM4	0.002523676	Co-expression	Jorissen-Sieber-2008
KRT23	NKD1	0.0034763247	Co-expression	Jorissen-Sieber-2008
KRT23	TNNC2	0.002077223	Co-expression	Jorissen-Sieber-2008
